text,label
cancel all reminders,cancel reminder
clear reminders for August,cancel reminder
Set alarm 7 minutes from now,set alarm
how cold is it,find
Wake me in 10 minutes,set alarm
Remind me about my doctor appointment on Thursday,set reminder
remind me of favorite tv show days and time,set reminder
what is the temperature in California,find
Add another alarm for 8 AM.,set alarm
how much longer i left on the alarm,time left on alarm
Remind me to pick up eggs after work,set reminder
how much  do i have left on my alarm,time left on alarm
Show me what alarms I have set for next week,show alarms
show all reminders for today and tomorrow,show reminders
when will these clouds go away,find
What time is my latest alarm set for,show alarms
what is the humindity level today?,find
what is the likelihood of a tornado?,find
can you cancel all alarms for tomorrow,cancel alarm
Cancel all my reminders for the next 6 hours,cancel reminder
Is it going to be around 72 in degree Celcius here tomorrow morning,find
cancel all alarms thursday,cancel alarm
What does the weather forecast look like for Seattle next week?,find
should i wear a jacket out,find
How does the weather look for tomorrow?,find
What time is sunrise tomorrow,checkSunrise
Set my alarm for every 30 minutes.,set alarm
Is it going to be below 86 degree Fahrenheit near London tomorrow,find
set alarm for 10 minutes,set alarm
Show me all my reminders for today.,show reminders
Set my alarm for 8am,set alarm
Is the temperature going to do down in the 30's tonight?,find
Can I wear shorts today,find
is it going to rain tomorrow,find
Set the alarm for tomorrow morning.,set alarm
set alarm for 7am,set alarm
Please cancel all of my repeating alarms.,cancel alarm
set my alarm,set alarm
will it rain next tuesday,find
Cancel all reminders,cancel reminder
What is today's temperature?,find
When will the blizzard be over in Denver?,find
How cold will it be in the morning?,find
What is the weather going to be like this evening?,find
How low is the temperature going to get today?,find
weekly forecast,find
remind me to buy butter tomorrow,set reminder
Should I bring a jacket,find
Set an alarm for 5am tomorrow ,set alarm
Remind me to meet with Jacob this afternoon at 4pm,set reminder
Turn off alarm,cancel alarm
Is there lightning ,find
when will it rain,find
Set alarm for every 10 minutes from 5:30 am-6 am,set alarm
Cancel latest reminder,cancel reminder
Will there be storms this week?,find
Remind me to turn the iron off after 5,set reminder
Set an alarm for my birthday party in 1 hour,set alarm
Is it cold out?,find
IS IT GOING TO BE WARM TOMORROW,find
Set an eye doctor reminder for the 25th,set reminder
Are there storms forecasted today?,find
Can I wear shorts today?,find
is tuesday to be rainy,find
weather on 12/15/2017,find
remind me to shop at walmart,set reminder
Do I need to bring an umbrella tomorrow?,find
remind me to buy eggs at the store tonight,set reminder
How long until my alarm goes off?,time left on alarm
Is rain in today's forecast,find
cancel alarm for timers,cancel alarm
Remind me to return the library books tomorrow,set reminder
set reminder for sunday,set reminder
Should I bring an umbrella ,find
Is it going to freeze tonight,find
change the alarm,modify alarm
did you set the alarm,show alarms
I don't want to forget to charge my laptop,set reminder
What time does the sun set in Houston today,checkSunset
Please set my alarm for 8:00 am.,set alarm
delete all my reminders,cancel reminder
I would like an alarm set to go off every 20 minutes.,set alarm
Will it be above 41 in degrees Celsius for Karachi,find
Delete the reminder to call John,cancel reminder
remind me to get up in an hour,set reminder
Can you set the alarm to go off every 5 minutes,set alarm
Should I bring a jacket for the Here Come the Mummies concert tonight,find
what time is the sunset at,checkSunset
do I need an umbrella in Germany in September,find
Is it going to be above 31 in Celcius around Palo Alto this weekend,find
Set an alarm for 2 pm on Saturday.,set alarm
Are there any weather warnings in Ft smith AR right now?,find
what reminders do I have for today?,show reminders
show my reminders for the week,show reminders
Will I need to take my boots today?,find
Do I need to wear snow boots today,find
please remind me to take mom to store tomorrow night,set reminder
Set the alarm for 10 past 2,set alarm
Is it sunny in Dallas today?,find
is it going to be warm tomorrow morning?,find
Is it going to snow today?,find
cancel all reminders for saturday,cancel reminder
What's the high temperature today?,find
how much time until my alarm clock goes off,show alarms
When is it going to snow?,find
Show me weather in Honduras for the next week,find
remind me to finish assignment by 10pm and turn in online,set reminder
I don't want to forget to clean my car,set reminder
Is it below 24 in degrees fahrenheit madrid tonight,find
Remind me to pick up friend from the airport Tuesday at 4pm,set reminder
Set a reminder for tomorrow at 7 pm,set reminder
cancel all reminders,cancel reminder
Delete all alarms that go off before 6 AM,cancel alarm
What time is the alarm set for work,show alarms
Set alarm for 7 pm every day this month.,set alarm
How much time left until potty training alarm?,time left on alarm
What time will it start to rain today?,find
weather tonight ,find
how cold will it get tonight,find
Modify tomorrow's alarm,modify alarm
how much time is left on my current alarm,time left on alarm
Need to get to work by 6am set alarm for 4am,set alarm
Cancel my reminder to call the dentist,cancel reminder
Is there any current flooding in my area?,find
is it more than 20 mph winds today,find
remind me to call doctor in am,set reminder
Remind me to take my medicine at 7 AM every day,set reminder
Remind me to take birth control at 8pm,set reminder
Set a reminder to pick up dog food at the store during lunch,set reminder
My alarms right now,show alarms
Cancel my rent reminder,cancel reminder
Is it going to rain tomorrow?,find
What are the chances of rain tomorrow,find
Is the high temp going to be above 85 today,find
set an alarm for 5:30 am tomorrow,set alarm
weather,find
what is the weather for the week like?,find
What is the weather at Diana's Baths today?,find
Will it be chilly tonight,find
is it sunny today?,find
Stop the alarm,cancel alarm
Remind me to get a teacher's thank you gift by this weekend.,set reminder
Cancel my reminder to pick up lunch,cancel reminder
What' the weather like at Crater Lake for this weekend?,find
Set an alarm only for Tuesday at 11 ,set alarm
should i carry rain coat today?,find
how how is it in sydney right now,find
Will I need a hat and gloves this weekend?,find
Is it cold out today?,find
cancel the next alarm,cancel alarm
Is Saturday to be humid,find
what is the low temperature going to be today,find
Remind me to walk the dog on Tuesday.,set reminder
Don't forget Bot to remind me on my appointment to meet my friend,set reminder
set reminder to pick up milk tomorrow night,set reminder
What's the temperature?,find
what is the temperature in my city,find
Will there be a storm today?,find
how's the weather in Texas during winter,find
Do I need to bring a raincoat today?,find
Will it snow in Colorado this week?,find
Remind me 15 minutes before the eclipse starts,set reminder
Cancel my reminder to visit the post office tomorrow,cancel reminder
Should I pack a swimsuit?,find
remind me to wish mom on mothers day,set reminder
rain in tempe,find
Remind me to get gas on the way home,set reminder
Will there be thunderstorms this evening ,find
Set an alarm for 4pm on this day yearly.,set alarm
whats the weather in brooklyn,find
please cancel my reminder to go grocery shopping tonight,cancel reminder
show all active alarms,show alarms
is Sunday to have sun?,find
cancel netflix reminder,cancel reminder
What will the temperature be tomorrow?,find
Delete today's alarms.,cancel alarm
wake me in 30 minutes,set alarm
When will the sunrise,checkSunrise
Remind me to buy diapers tomorrow,set reminder
What is the chance of precipitation on Tuesday?,find
Did I set an alarm for 7 tomorrow?,show alarms
can you set a reminder that I call John,set reminder
Read my reminders for today,show reminders
Cancel reminder for visit to school,cancel reminder
remind me to buy water tomorrow,set reminder
"Is it raining in Dallas, Texas today?",find
set alarm for tonight at 11,set alarm
set alarm for 10am,set alarm
What is the low temperature today,find
Will it snow in New York this week? ,find
remind me to visit doctor Wednesday at 1 pm,set reminder
Is it going to be cold today?,find
cancel my reminder to buy bread,cancel reminder
What reminders do I have set for tomorrow?,show reminders
Set an alarm for 7:55 AM everyday to punch out Tom,set alarm
Is it going to be cold tonight?,find
"remind me to visit the bookstore next Thursday, at 8 pm",set reminder
i need an alarm every minute for 30 minutes ,set alarm
Is the air humid today,find
Remind me to fill up tank on Wednesday,set reminder
Is a thunderstorm coming?,find
what alarms do I have set for today,show alarms
what are my reminders today,show reminders
What is the weather for next weekend?,find
Snooze the alarm for another 5 minutes,snooze alarm
what is the temp like outside now,find
Set an alarm for every hour.,set alarm
What's the 5 day forecast for chattanooga?,find
will it be sunny on Wednesday,find
I don't want to forget to take out the trash,set reminder
remind me to set a doctors appointment tomorrow afternoon.,set reminder
Remind me to stop at my mother's house.,set reminder
delete alarm for 5 pm,cancel alarm
cancel the 6am alarm,cancel alarm
Show alarm for tv shows at 8pm,show alarms
is it going to rain today,find
What is the weather tonight at the local drive-in?,find
set an alarm for 8pm tonight,set alarm
"Precipitation forecast for Athens, Greece.",find
How cold is it tonight tokyo degree F,find
Will it storm tomorrow?,find
Can I wear shorts?,find
Set alarm 60 minutes from now.,set alarm
cancel my alarms for today,cancel alarm
set new alarm in 2 hours,set alarm
Send me a reminder tomorrow to buy some milk in the morning,set reminder
give me the latest forecast for half moon bay,find
Remind me to schedule a haircut after work,set reminder
cancel 6 am alarm ,cancel alarm
Is it below 9 in degrees Fahrenheit in Chicago tomorrow,find
How's the forecast for the weeK,find
Set an alarm for 5am Friday.,set alarm
what % chance of rain today,find
What is the wind like in Central FL?,find
cancel alarm for tomorrow,cancel alarm
Will I need an umbrella next Friday?,find
show me my reminders,show reminders
Will it be below 28 in degree Fahrenheit at Menlo Park this weekend,find
Change the alarm for Monday through Thursday from 6 a.m. to 7 a.m. Monday through Friday,modify alarm
When does the sun set tonight,checkSunset
Delete my alarms,cancel alarm
set the alarm to ring at 7pm tomorrow night,set alarm
Remind me to refill everyone's prescriptions.,set reminder
Please show the current weather,find
Set a new alarm to wake me up on Monday at 7:30 AM,set alarm
Should I wear pants today?,find
Change my alarm from 7am to 8am.,modify alarm
Set reminder to do research on property,set reminder
set the alarm on 530pm tomorrow,set alarm
What was the temperature at 5am today?,find
Remind me tomorrow,set reminder
What is the temperature this evening in San Francisco?,find
Set an alarm for Sunday at 10:00 pm so I can remember to tune into my favorite show. ,set alarm
My alarms now,show alarms
is it going to snow today,find
What time is it going to start snowing today?,find
Cancel my reminder about buying a water at the grocery store.,cancel reminder
Set an alarm for every 2 minutes,set alarm
How much time was left on the alarm after i got up?,time left on alarm
temperature in tempe,find
set my alarm for 4 pm,set alarm
remind me to order daughters pants,set reminder
What is the high this weekend?,find
next week forecast,find
Remind me to call my brother when I land in LA,set reminder
Remind me to go the doctor.,set reminder
remind me to pick up kids at 3:30,set reminder
Turn off the alarms.,cancel alarm
Do I need to take an umbrella to work?,find
Hows the weather Saturday?,find
Is it snowing in Denver right now?,find
Remind me of american idol tonight at 8.,set reminder
Is there a tornado warning in effect for my area,find
What day is it going to snow this week?,find
What is the high tomorrow?,find
Set alarm for 6pm,set alarm
Will it snow today?,find
is it going to rain today,find
Add a new reminder,set reminder
give me friday's forecast for half moon bay,find
How hot will it get today?,find
will it be rainy tomorrow,find
Turn off alarm.,cancel alarm
Is it supposed to rain on Saturday?,find
Snooze this alarm.,snooze alarm
Set alarm for 7am tomorrow,set alarm
When is it supposed to rain again?,find
what is the weather today in Phoenix,find
Set my bedtime for 10pm.,set alarm
remind me on Tuesday that I have an after-work meeting on Wednesday,set reminder
Set alarm for 5am.,set alarm
Is it going to be around 24 in degrees Celcius for Dublin next week,find
is monday to be sunny,find
What is my next alarm?,show alarms
Set an alarm for 10 minutes,set alarm
List all of my upcoming alarms for next week,show alarms
how hot will it be today?,find
Display current alarms.,show alarms
is it going to snow tonight?,find
Is there a tornado warning in Oakland county?,find
Remind me- Brian's birthday is this wednesday,set reminder
Can I ride with the top down on my convertible this afternoon,find
is their any rain in next week's forecast?,find
Get rid of the reminder to pay the mortgage.,cancel reminder
set alarm for 6 pm tonight,set alarm
is the flooding in Houston letting up?,find
Activate alarm in 10 minutes,set alarm
Set alarm 70 minutes from now.,set alarm
What is the weather like for Friday?,find
Is it going to be cloudy tonight ,find
Remind me to pick up dinner tonight,set reminder
"Set 4 alarms, 10 minutes apart",set alarm
What's next Saturdays forecast,find
what is the humidity index today,find
how is the weather in adelaide for next month?,find
delete alarm,cancel alarm
How much longer do I have until I am done,time left on alarm
What is the weather in Paris?,find
Set an alarm for 3pm Sunday.,set alarm
delete alarm for tonight,cancel alarm
Is it going to snow here today?,find
What is the forecast for tomorrow?,find
delete all alarms,cancel alarm
show my alarms,show alarms
Remind me to pick up mom at the airport tomorrow at 8:30,set reminder
forget the alarm tomorrow,cancel alarm
Set me a reminder to buy a lightbulb tomorrow,set reminder
Remind me to buy eggs at the store tonight,set reminder
what is the weather today,find
How much rain will fall today?,find
Remind me at 11:30am to give the dog his heartworm pill,set reminder
should i bring a jacket,find
Set a reminder for doctors appointment on Monday,set reminder
how hot will it get this Saturday,find
how is the weekend forecast ,find
When does the sun set tonight,checkSunset
is it going to snow tomorrow?,find
remind me every Friday to cash my check,set reminder
Is it warm enough to go swimming?,find
Set alarm for sleep at 10pm,set alarm
How cold will it get tonight,find
Are there any tornado warnings today?,find
Remind me to buy pepper,set reminder
Display all active reminders,show reminders
Show all reminders,show reminders
when is it going to rain next?,find
is it foggy today,find
weather conditions,find
Set an alarm for 23 mins ,set alarm
Will it be below 24 in degree C in Chicago,find
Snooze my alarm for 1 hour,snooze alarm
Should I not bring my jacket today?,find
Set the alarm for tonight at 9,set alarm
What is the weather today?,find
set an alarm for one hour ,set alarm
Will the Orioles game be rained out tonight?,find
List all alarms,show alarms
set alarm for 6am tomorrow,set alarm
Remind me to set a timer for 30 minutes,set reminder
Remind me to go to the gas station at 6pm to get gas,set reminder
What time is my alarm set for next Friday,show alarms
Do I need my rain boots today?,find
How much snow is expected to fall in New Jersey?,find
delete 7am alarm,cancel alarm
what is it going to be like in dallas next week,find
is wednesday to be cloudy,find
Show me the reminder for the house tour.,show reminders
Cancel alarm for tomorrow,cancel alarm
cancel reminder to bake cookies,cancel reminder
What is the weather in Atlanta today?,find
How low will the temperature get tonight?,find
hurricane weather forecasts and tornado weather forecasts ?,find
put alarm on snooze,snooze alarm
Create an alarm for 7:30 am every day next week,set alarm
Should I wear shorts tomorrow?,find
cancel reminder,cancel reminder
Repeat my next alarm for every weekday.,modify alarm
set a reminder for next saturday afternoon,set reminder
Is it gonna be cloudy this week?,find
What is the weather?,find
Set me a reminder about the trolley tour on August 24th.,set reminder
What time is the snow expected to start today?,find
Set my alarm to 4 am,set alarm
What will the temperature be today,find
will it reach 100 degrees today,find
How hot is it here tomorrow morning in degrees C,find
Any thunder and lightning in the forecast?,find
Weather in Disney World,find
Are there any weather alerts?,find
Show me my reminders for today,show reminders
Remind me of our dental appointment on Friday,set reminder
Remind me to go the doctor.,set reminder
What is the weather for Coral Springs tonight?,find
remind me to call and make my dentist appointment,set reminder
show me reminders,show reminders
what time is rain supposed to start?,find
What is the weather like in Paris today,find
Is it going to rain tomorrow?,find
set the alarm for this weekend at 7am,set alarm
Will we need an umbrella?,find
Create an alarm called 'mom' and set it for every Sunday at 7 pm,set alarm
How many inches of snow have we had today?,find
remind me to grab milk when I get to the store,set reminder
Will I need an umbrella later this week?,find
Will it be warm enough to swim tomorrow?,find
Delete my reminder to go to the eye doctor on Monday,cancel reminder
How many inches of snow is Chicago getting on Wednesday,find
Set alarm to start dinner at 7pm tonight,set alarm
Will it be below 75 in degrees Celcius out there tonight,find
What are my reminders for today?,show reminders
Set an alarm for every 36 seconds. ,set alarm
set alarm for 6 am tomorrow only,set alarm
is tomorrow good weather for golf,find
Temperature today here F,find
Show me the alarms I have set,show alarms
set alarm every 3rd tuesday at 7am,set alarm
should i wear a jacket tonight,find
Snooze the alarm ten minutes,snooze alarm
Set a new alarm for the remind I need to add at 3pm.,set alarm
Create reminder for dinner with friends for 7pm on Saturday,set reminder
What will the humidity be tomorrow?,find
I need you to remind me to pick Dina up at 7.,set reminder
cancel tomorrows alarm.,cancel alarm
cancel my reminder forSaturday meeting,cancel reminder
What is the record high for today? ,find
Are we going to get hail today?,find
remind me of doctor appointment for monday the 3rd,set reminder
remind me my food is ready in 25 minutes,set reminder
Set an alarm at 11am for weekend days,set alarm
Are we under tornado watch?,find
Set alarm to watch sunrise,set alarm
What does the weather forecast show for today,find
What is the dewpoint outside right now,find
Should I wear boots today?,find
can you set my alarm to 8 am,set alarm
I want to be reminded to finish my report,set reminder
Temperature tonight near Mumbai Celcius,find
Is it going to be above 9 degrees fahrenheit at Houston today,find
Are there any weather alerts right now?,find
Change my alarm for tomorrow to 8am,modify alarm
Set a reminder to buy peanut butter on Saturday,set reminder
Remind me to meet Eva at the library at 2pm,set reminder
cancel current alarm.,cancel alarm
Cancel my reminder for juice.,cancel reminder
what will the weather be like at 8pm,find
what time will the temperature be the hottest,find
What is the current temperature in Merritt Island?,find
Will it rain tonight,find
What is the UV index today?,find
is Monday to be snowy,find
What is the chance of rain today?,find
Set an alarm to go off in 15 minutes.,set alarm
set 5pm reminder to pick up josie at school,set reminder
Is it raining in Maine right now?,find
what is the current temperature ,find
Will it be above 100 fahrenheit tomorrow,find
Is there a chance we'll get snow tonight?,find
How windy is it?,find
is monday to be cloudy,find
will the temperature reach 70 tomorrow? ,find
What will the weather be Tuesday in London?,find
 Will I need to shovel snow tomorrow?,find
Will it rain this afternoon?,find
Daily reminder to meditate.,set reminder
Add an alarm for three fifteen every day.,set alarm
set alarm for 4 Am,set alarm
I don't want to forget to watch Saturday Night Live,set reminder
Is it going to rain Monday?,find
How sunny is it,find
Remind me to buy milk at the grocery store tonight,set reminder
weather close to work,find
what's the high for today?,find
Weather forecast for tomorow.,find
Show all reminders,show reminders
what temperature is it in Siberia,find
Is it going to rain everyday this week,find
What is the current temperature,find
what's the weather in Secaucus at 4,find
Whats the low today?,find
I need to set a reminder,set reminder
set an  alarm for 2 pm on friday,set alarm
What reminders do I set for this month,show reminders
cancel my next 2 reminders,cancel reminder
What is the weather like in Hawaii in April,find
Weather for current location,find
Remind me to activate my credit card,set reminder
show all reminders,show reminders
what is the temperature in Bali,find
What will the temperature be tomorrow?,find
Is it raining right now in Lake Grove?,find
will it rain later tonight ,find
Show an hourly forecast for Houghton. ,find
Set my alarm to go off in 26 minutes,set alarm
What is the temperature like on winter in Germany?,find
What does the weather look like for tomorrow night,find
Snooze alarm for 15 minutes.,snooze alarm
Temperature this weekend c,find
how likely is it to rain this afternoon,find
How hot will it be tomorrow in Hilton Head Island?,find
set alarm to 8am,set alarm
Will it be below 68 in degree c outside tomorrow,find
Set alarm for 5:30 pm tonight,set alarm
remind me to buy laundry stuff tonight,set reminder
Will it be cold today?,find
Remind me to turn the oven on at 4 pm,set reminder
Please shut off the alarm,cancel alarm
Add a reminder to exerice at 5,set reminder
do i need an umbrella tomorrow?,find
Is there a tornado warning?,find
What time is my alarm set for tomorrow,show alarms
Will it be above 55 in fahrenheit mumbai tomorrow morning,find
Set the alarm for the next 20 mins in 5 min intervals. ,set alarm
remind me tonight at 9PM to pay for hotel reservation,set reminder
Can I build a snowman tomorrow?,find
weather in san antonio,find
Set alarm for 10:00am,set alarm
What is the high for today,find
Turn off my alarms,cancel alarm
Skip the alarm tomorrow.,cancel alarm
Add an alarm for 5 am please,set alarm
What is the wind chill today,find
cancel my reminders,cancel reminder
Do I need an umbrella tonight?,find
Set an alarm for Monday at 8 am,set alarm
should I wear rain boots today,find
set alarm for 8am tomorrow,set alarm
What is the weather forecast for today?,find
Set alarm for one hour,set alarm
cancel alarms,cancel alarm
Do you think I should wear my coat?,find
Snooze 10 minutes,snooze alarm
Should I dress warm today?,find
what's the current temperature ,find
Remind me to buy eggs at the grocery store after work,set reminder
Find my alarms now,show alarms
set an alarm for 30 minutes,set alarm
Is it going to be above 90 degrees F outside tomorrow morning,find
Show all my reminders in date order,show reminders
remind me to take dog for walk tomorrow,set reminder
Create a daily reminder to lock the door,set reminder
When is it supposed to snow tonight?,find
What is the weather like near Santa Monica right now,find
How hot will it be today?,find
Cancel my reminder to get eggs from the store.,cancel reminder
set me an alarm for 10 am tomorrow,set alarm
Remind me to take my car in for an oil change on Friday at 11:30 am.,set reminder
What's the temperature today in Fort Worth? ,find
Show all current alarms,show alarms
cancel all my reminders,cancel reminder
set alarm for 1 am,set alarm
Remind me to get gas tonight,set reminder
Can you tell me how much rain is expected tonight?,find
Turn my alarm off after it sounds,cancel alarm
Are we expecting rain next Saturday?,find
repeat the alarm for 7 days,modify alarm
Cancel my 5am alarm,cancel alarm
Cancel alarms for tomorrow morning.,cancel alarm
should i wear a jacket today,find
is it going to snow tomorrow?,find
Start alarm for 10 minutes,set alarm
What's the weather like in Milwaukee? ,find
Remind me to call mom tomorrow night,set reminder
Set alarm to ring every 5 minutes,set alarm
should I wear a coat,find
set up an alarm for week days at 6 am.,set alarm
will it snow in California ,find
remind me to drop off paper to Sarah on my way home.,set reminder
Cancel my reminder to call mom,cancel reminder
What is the forecast for the next 7 days?,find
how is weather today in NYC,find
Set an alarm for me at noon,set alarm
please set an alarm 8 hours from now,set alarm
how  cold will it be getting today?,find
What is today's high in California ,find
Is there rain in the 10 day forecast?,find
Create reminder to buy cat food tonight,set reminder
How cold is it going to be tonight,find
Remind me an hour before my appointment,set reminder
remind me to turn off oven in 30 minutes,set reminder
do I need a sweater?,find
Is it going to be cold on Thursday?,find
what time is sun rise,checkSunrise
set alarm for 25minutes,set alarm
Set alarm for 3:15am,set alarm
set an alarm to go off in 15 minutes,set alarm
Alarm go off at 6 and 7 PM Tuesday,set alarm
"Show me all the alarms, please",show alarms
Set alarm for go time,set alarm
Delete my alarm for tomorrow morning.,cancel alarm
How hot is it for Chicago this weekend in degree Fahrenheit,find
Temperature tomorrow inside Fahrenheit,find
Set an alarm for 8am every day this week.,set alarm
What's the current temperature in Houston?,find
How much time is left on my alarm?,time left on alarm
When is this rain going to stop? ,find
What is the temperature going to be at 10 pm ,find
Remind me to shop for a birthday gift.,set reminder
What is the humidity today?,find
create an alarm for nine pm.,set alarm
Set an alarm to go off in 15 minutes,set alarm
Please set my alarm for 12 pm,set alarm
What is the UV index today,find
Forecast for tomorrow in half moon bay?,find
Remind me that I have a doctors appointment on Tuesday.,set reminder
What's the expected high in Dayton tomorrow,find
Turn off all alarms,cancel alarm
what's the temperature in Vancouver?,find
repeat alarm on weekends,modify alarm
Cancel all reminders,cancel reminder
how much rain are we supposed to get this week,find
Set two alarms. ,set alarm
Remind me to set an alarm for tomorrow morning,set reminder
Will it be cold out this evening?,find
Should I wear snow boots today?,find
How much time until alarm,time left on alarm
Will it snow tomorrow?,find
how hot is it going to be next week,find
set the alarm in 5 minutes,set alarm
show wake up alarm,show alarms
Cancel meeting reminder,cancel reminder
Please give me the 10 day forecast.,find
Remind me to visit the chiropractor tomorrow morning.,set reminder
Cancel all reminders.,cancel reminder
I want to be reminded to help my daughter with homework,set reminder
Should I carry an umbrella today or not ?,find
Delete reminders for next week,cancel reminder
Will it be windy today?,find
Will the rain be light or heavy?,find
Set my alarm for 4 am,set alarm
i need to know the latest forecast for half moon bay,find
Can you set me an alarm for 4:30 pm tomorrow?,set alarm
Set a reminder to call my brother tomorrow at 7 pm,set reminder
How much rain did we get last night,find
Show me all alarms please,show alarms
What is the temperature now?,find
Set an alarm for two hours from now,set alarm
Change the next alarm to 8pm.,modify alarm
remind me to get gas for lawnmower,set reminder
give me the weather forecast for next week in miami.,find
recall tonight's alarms,show alarms
show my reminders for next week,show reminders
Set a reminder about my doctors appointment tomorrow morning,set reminder
show me all my reminders for the day,show reminders
Set an alarm for weekdays at 8am,set alarm
Remind me to check dryer in 30 minutes.,set reminder
Remind me to discuss syptoms with doctor during visit on tuesday,set reminder
Remind me to call Rosa this afternoon,set reminder
Do I need a coat on Monday?,find
Snooze alarm for 10 minutes,snooze alarm
set big brother alarm for 7:00 pm tuesday and sunday,set alarm
cancel my 5am alarm,cancel alarm
Are we expecting a cold front?,find
forecast in one hour,find
Turn on an alarm for 30 minutes,set alarm
Will it rain tomorrow night,find
remind me to get toothpaste,set reminder
Do I have reminders for today?,show reminders
set an alarm for 4 years,set alarm
Show me the weather for Columbus ,find
remind me to renew licences,set reminder
What's the weather like today? ,find
How cold is it next week around Palo Alto in celsius,find
add an alarm for calling mom on every saturday,set alarm
Shut off alarm.,cancel alarm
Cancel all reminders,cancel reminder
Cancell all reminders.,cancel reminder
Is it going to rain in Chicago this Thursday?,find
Temperature tomorrow in Shanghai C,find
What time is is supposed to start snowing,find
snooze for 20 minutes,snooze alarm
set an alarm every minute for 20 minutes,set alarm
Set a daily alarm for 8 am please,set alarm
Have alarm start in 30 seconds. ,set alarm
Remind me to call the nail salon tomorrow,set reminder
What is the 10-day forecast?,find
what was the high for today?,find
Remind me to finish my project at 8.,set reminder
set an alarm for 730,set alarm
How much longer on my alarm?,show alarms
Set alarm for 25 minutes,set alarm
"New reminder, please",set reminder
What's the temp for today?,find
How warm will it be at 10am,find
What's the temperature,find
set a reminder for wednesday evening,set reminder
Will it be hot today?,find
snooze alarm for next 15 minutes,snooze alarm
Do I need sun screen today?,find
Cancel my reminder to pay my phone bill.,cancel reminder
Cancel my alarm for Wednesday morning.,cancel alarm
weather ,find
Is it raining? ,find
what time is the tornado warning ,find
Remind me to stop by the office at 4 pm.,set reminder
sunday weather,find
When will it rain this month,find
Whats the temperature in new york city?,find
How long before alarm goes off,time left on alarm
set a reminder for birthday party saturday night at 5:00,set reminder
Weather forecast in Newport News for the next 10 days,find
Please delete my reminder for the grocery store.,cancel reminder
TURN OFF ALARM,cancel alarm
Remind me later to update my voicemail,set reminder
Show all alarms,show alarms
Cancel the alarm please.,cancel alarm
Get my alarms,show alarms
Reset alarm,cancel alarm
Set an alarm for Saturday at 6am.,set alarm
what are my reminders for today?,show reminders
Should I expect rain today?,find
is it going to snow today,find
remind me to get flowers tomorrow,set reminder
Is it going to snow today?,find
remind me of dentist appointment next monday at 8,set reminder
remove tomorrows alarms,cancel alarm
will it rain today,find
cancel all reminders for today,cancel reminder
Cancel tomorrow's reminders,cancel reminder
Temperature today out there C,find
Temperature tomorrow morning near Houston F,find
Cancel all alarms,cancel alarm
Set my alarm for 9:00am,set alarm
Any bad storms coming our way?,find
What is the temperature in Mississippi right now?,find
What's the chance of rain?,find
cancel all reminders for today,cancel reminder
Weather in southwest VA next week?,find
What are the waves like on the beach today?,find
Can you tell me if I have an alarm set for tomorrow evening?,show alarms
do i need a jacket ,find
Remind me to pick up my son at 6 pm,set reminder
Set the alarm every minute for 2 hours.,set alarm
Is it going to hail this week ,find
set alarm in 30 minutes,set alarm
"I don't need to be up by 5 am tomorrow, you can cancel that alarm.",cancel alarm
any time left before the alarm goes off?,time left on alarm
The eclipse is next Monday. Is it going to be cloudy?,find
is it sunny,find
Is it above 7 Celsius for Sao Paulo this weekend,find
Set alarm every minute for 23 minutes.,set alarm
"What is the temperature in London, England?",find
how many alarms do I have set?,show alarms
Set two reminders for that. One in the morning and one in the evening.,set reminder
i don't want to forget to file the bug reports,set reminder
Remind me of my doctor's appointment tomorrow,set reminder
Delete my alarm later today,cancel alarm
What time will the alarm go off?,show alarms
What is the weather like for the week?,find
How hot is it today?,find
how hot is it outside,find
How hot will it get this week ,find
is it going to snow in utah?,find
Set alarm for 5pm,set alarm
How much time do I have left before my alarm,time left on alarm
Do I need to wear my thermal clothes today?,find
"Set 3 alarms up, starting at 7:00 AM, 20 minutes apart",set alarm
Should I bring an umbrella? ,find
Show me my reminder list,show reminders
What does the weather look like for today?,find
What times are my alarms set,show alarms
I would like to set an alarm for 54 mins,set alarm
What are my current reminders,show reminders
Set alarm for six today.,set alarm
Remind me to go for a run tomorrow morning.,set reminder
How low will the temperature get tonight,find
set alarm for sunday 11:30 am,set alarm
How hot is it going to be this afternoon?,find
Turn off alarm. ,cancel alarm
set alarm for every hour,set alarm
Remind me that I need to pick up the kids at 4.,set reminder
set alarm for 1 hour 10 minutes,set alarm
Setup the alarm for 10 minutes from now,set alarm
alarm after 15 mins,set alarm
Will there be any fog this evening in Santa Monica,find
Will I need an umbrella later?,find
i want to be reminded to play overwatch with friends,set reminder
Move the alarm from 7 to 8 on friday,modify alarm
Remind me to change the water filter tonight,set reminder
How far away is the closest thunderstorm,find
set this alarm for weekends only,set alarm
Remind me to clean my room at noon.,set reminder
set me an alarm for every 30 minutes,set alarm
How cold will it be tomorrow morning?,find
Snooze my alarm,snooze alarm
"What is the temperature in Hell, Michigan right now?",find
Set alarm for tomorrow at 8 am,set alarm
What time is is supposed to start snowing?,find
change my alarm from 9pm to 9am,modify alarm
How hot will it be today?,find
delete all alarms for Friday,cancel alarm
Do I need snow boots in Boston tomorrow?,find
Remind me at 6:30 that I need to get dressed,set reminder
Set a reminder to buy Grandma a birthday present,set reminder
is it supposed to be cold next week,find
