text,label
Set alarm for next Thursday at 7:00AM,alarm
How is the weather in Lima?,weather
what is the temperature in beijing?,weather
Remind me to DVR the Penguins game.,reminder
Is snow in the forecast,weather
what alarm is set for today,alarm
What will the weather be like next week?,weather
How's the weather in New York tomorrow?,weather
Temperature today dublin f,weather
What is the humidity level?,weather
what's the weather like today,weather
Should I bring an umbrella to work today?,weather
Set alarm for 5 pm tonight,alarm
what time is going to rain today?,weather
Add new alarm for 10 am,alarm
Please tell me the weather,weather
How bad is it going to storm today?,weather
what is the weather like today,weather
Will it be cold tonight?,weather
how many alarms do I have currently?,alarm
"set the alarm every weekday, 7:00 am",alarm
set alarm every 15 minutes for 1 hour,alarm
will it rain any next week,weather
temperature now,weather
Set an alarm for every 5 minutes.,alarm
what is the weather in Oahu right now,weather
10am reminder to wish Susie a happy birthday.,reminder
Will there be fog,weather
Set alarm for 6am tuesday morning,alarm
Is it going to rain today?,weather
Is it warm enough for flip flops?,weather
What is my next alarm,alarm
"place reminder on Saturday, date",reminder
How cold is it tomorrow morning mumbai in degree c,weather
when is my alarm set for?,alarm
SET A REMINDER TO STOP BY THE POST OFFICE THIS AFTERNOON,reminder
What is the temperature outside?,weather
remind me to take nachos to the party,reminder
show today's reminders,reminder
Do I need to pack a heavy jacket this weekend?,weather
weather,weather
set my alarm for 2am saturday,alarm
Cancel my reminder.,reminder
is friday to be sunny,weather
Is it cold outside?,weather
Please remind me to buy milk after work,reminder
is it going to rain today?,weather
Delete all current alarms,alarm
What are my reminders for tomorrow?,reminder
Will it freeze tonight?,weather
weather in the tri-cities today,weather
Set a reminder for my meeting with Milania tomorrow,reminder
When is my next alarm?,alarm
remind me to pick up bread and milk,reminder
what is the humidity like in alabama,weather
What are the chances of it raining this weekend?,weather
How is the weather going to be in Colorado Springs on Thursday?,weather
cancel my alarm for the 13th,alarm
Temperature tomorrow morning for Karachi C,weather
Set an alarm for bed at 10pm every night,alarm
What's the chance  of rain?,weather
Remind me to visit the dr at 9Am tomorrow.,reminder
Ring an alarm at 10,alarm
Cancel reminder for dinner party,reminder
how hot will it be tomorrow?,weather
What is the lowest temperature today?,weather
"Alarms, right now",alarm
How long should I wait to avoid rain ,weather
what time is sunrise,weather
Set an alarm for 6 am tomorrow,alarm
What is the 7 day forecast for Los Angeles?,weather
What is the highs in Vegas this weekend?,weather
repeat alarm for 5 days,alarm
What is the high temperature supposed to be today,weather
what's the high temp tomorrow,weather
Cancel my reminder to go to the ball field at 5pm.,reminder
Did I set an alarm for tomorrow?,alarm
Remind me to bake cupcakes on Thursday night,reminder
Is it going to be above 92 in celsius in Tokyo next week,weather
remind me to buy a can of beans tomorrow at 5pm,reminder
do i need to bring an umbrella to the beach for rain,weather
set the alarm to ring at 5am on Sunday,alarm
Delete my reminder for my appointment tomorrow with the doctor.,reminder
turn off my 7 am alarm right now,alarm
set an alarm for 5pm. repeat it everyday. ,alarm
Set an alarm at 6am and 5 minutes after that,alarm
Cancel all reminders,reminder
set alarm for 11:30,alarm
When is it supposed to rain next?,weather
update time on alarm,alarm
remind me of my appointment with my insurance agent at 10 tomorrow,reminder
remind me to buy milk,reminder
When will it stop raining?,weather
activate my alarms for the week only,alarm
will it rain while i am in portland next weekend,weather
What is the weather in Philadelphia today?,weather
What is the projected rainfall for this month,weather
set reminder to leave house at 6 AM tomorrow,reminder
delete all alarms,alarm
Remind me to cancel all reminders.,reminder
Postpone my alarm setting for tomorrow,alarm
show me my reminders for Tuesday,reminder
What is the current temperature in California?,weather
when is it going to snow again,weather
What will the weather be today?,weather
cancel my alarm for 7pm tonight,alarm
Set alarm for 6 pm this evening,alarm
How hot is it right now?,weather
Remind me at 5 for my date at 8,reminder
when will it rain this week,weather
what is the weather,weather
Is it around 61 in degrees fahrenheit seattle tomorrow morning,weather
cancel work alarm for tuesday,alarm
remind me next monday to make a hair appointment,reminder
Is it windy? Should I wear a hat?,weather
today's temperature is what?,weather
Is there a cold front coming in,weather
set a reminder for saturday,reminder
list current reminders,reminder
what is the current temperature in downtown Cincinnati?,weather
Do I need an umbrella today?,weather
What is the wind chill today?,weather
What time will the rain start today,weather
what is the percentage chance for rain?,weather
set 4pm reminder for gym,reminder
Put my alarm to go right to snooze tomorrow morning,alarm
Remind me to send an email,reminder
remind me to buy Cindy a birthday present tomorrow,reminder
Is it going to snow today?,weather
Set alarm for 4pm tomorrow,alarm
set reminder to get up in the morning at 7am,reminder
How much time is left on alarm,alarm
How much snow is expected in Kansas City today?,weather
is it going to snow today,weather
Weather. ,weather
What will the weather be in Alaska today?,weather
Cancel any existing alarms.,alarm
how many minutes left on my alarm,alarm
Will I need a jacket in Oakland today?,weather
Repeat alarms all week,alarm
give me weather update for my area,weather
What time is sunrise tomorrow,weather
Send me a reminder for my 1 pm doctor's appointment Friday.,reminder
Should I bring a jacket?,weather
please remove all my reminder,reminder
Remind me to get groceries later,reminder
set a reminder for my homework assignment,reminder
What is the weather in Japan like during this time of year?,weather
Will it snow today?,weather
remind me to shop for running shoes,reminder
Is it around 47 in degrees Fahrenheit here today,weather
What's the weather like this weekend in St. Petersburg,weather
Should I wear extra layers today?,weather
delete alarm for 8:55 PM weekdaily,alarm
Set alarm for 7 am everyday.,alarm
whats the beach weather like today,weather
set reminder for dentist tuesday the 12th,reminder
Get my alarms please,alarm
Should I carry an umbrella this week,weather
Remind me to call Mom.,reminder
Do I have any outstanding reminders?,reminder
delete the alarms for the weekend,alarm
Can you set an alarm for 6am?,alarm
will it freeze this afernoon,weather
delete all reminders today,reminder
What will be the hottest day this week?,weather
remind me to get eggs at grocery store tomorrow,reminder
Will it rain tomorrow?,weather
Delete all alarms,alarm
Set an alarm for 5 PM tomorrow,alarm
Remind me to go to Verizon later today,reminder
AROUND WHAT TIME WILL IT START RAINING?,weather
remind me to set alarm for 6 am,reminder
Remind me to give Trevor his medicine every day at 5 pm,reminder
Remind me to get laundry detergent at the store.,reminder
Is there a thunderstorm warning in effect for San Antonio right now,weather
Will it be cold today?,weather
How hot is it today?,weather
Set alarm for 2 pm,alarm
Remind me to make a doctors appointment,reminder
Set an alarm for 10 pm tomorrow,alarm
Is it around 86 in celcius near Manila tomorrow morning,weather
Remind me again tomorrow,reminder
remove reminder to buy milk at grocery store,reminder
Remind me to buy socks when I go to the store,reminder
remind me to set alarm,reminder
remind me to pic my daughter from school,reminder
update all my alarms for an additional hour tomorrow,alarm
Snooze my alarm for 10 more minutes.,alarm
set alarm every 2 minutes,alarm
Set an alarm for an hour when the chicken is done,alarm
Set alarm for 10 am on Thursday,alarm
what time is my alarm set tomorrow?,alarm
Set an alarm for every 12 minutes,alarm
cancel my alarm that's set for 7 am,alarm
reset alarm for one hour from now,alarm
weather forecast at outer banks next week,weather
Remind me to eat every 3 hours,reminder
Show me all of my reminders.,reminder
Remind me to go to bed at 9 tonight,reminder
Snooze my alarm for 10 minutes,alarm
Is there snow in the forecast this winter?,weather
What is the average temperature this week,weather
Weather for Tuesday night please,weather
Set my alarm for every 30 minutes,alarm
I really can't forget to file taxes,reminder
Cancel the alarm.,alarm
is it suppose to rain in clermont this week ,weather
remind me when Claws comes on,reminder
delete this alarm,alarm
What alarm's do I have set for tomorrow,alarm
how bad are the storms going to be later?,weather
Open alarm clock,alarm
set the alarm for 7am every weekday,alarm
Are there any major weather events across the US right now,weather
What alarms do I have set?,alarm
do i need an umbrella today,weather
Remind me to call my son,reminder
will it frost in the morning?,weather
Is there a wind warning today?,weather
remind me to take my medicine at 6 pm tonight,reminder
Set a weekly reminder to call mom on Wednesday's at 8pm.,reminder
Have alarm go off at 11 am,alarm
Set work alarm every hour for 8 hours,alarm
turn off the alarm,alarm
Turn off the alarm this weekend,alarm
Delete all reminders.,reminder
When are we getting our next rains?,weather
Cancel my alarm for tomorrow morning,alarm
remind me to visit doctor at 2pm weds,reminder
is it  going to be cold today?,weather
What is the weather now?,weather
will it get over 90 today?,weather
remind me to set a doctors appointment,reminder
Remind me to fill up with gas tomorrow morning at 8am,reminder
remind me to get my flu shot on october 3rd.,reminder
Will it be cloudy today,weather
Set alarm for 9:00 AM this Saturday,alarm
Please delete the reminder for tomorrow at 11 am.,reminder
Set a reminder to buy potluck food on Wednesday.,reminder
wake me up at 6am,alarm
Set alarm for 10am tomorrow,alarm
Please turn off the alarm ,alarm
Could you please set my alarm for 4 am for every Saturday?,alarm
Cancel my alarm settings now,alarm
remind me to go to walmart tomorrow,reminder
How much time do I have left on the active alarm?,alarm
list alarm times for today,alarm
Set alarm for 10 minutes for 2 hours,alarm
Set alarm for every hour today,alarm
Where was the lowest temperature in the world recorded last night,weather
set meeting reminder for 2pm on Friday,reminder
remind me to set the alarm,reminder
cancel the 4:00 alarm for today,alarm
will it storm on my wedding day ,weather
Remind me to buy milk at Sprouts,reminder
How warm is it at Beijing today in degrees F,weather
Can you remind me to pick up pet food when i get off work tonight?,reminder
When is it going to rain next?,weather
how much snow will chicago get tomorrow?,weather
when is my next alarm,alarm
How cold is it today around Mumbai in degrees Celsius,weather
Set an alarm for 1pm on wedneday,alarm
Will it be cold in Seattle this coming weekend?,weather
did it rain yesterday?,weather
turn off all alarms,alarm
Set my alarm for 7 am tomorrow.,alarm
Set an alarm for tomorrow at 10 am,alarm
Will there be rain tomorrow?,weather
Remind me to pack my suitcase for trip tomorrow,reminder
Is it going to snow tonight,weather
cancel my reminders,reminder
Can you set an alarm for 2pm,alarm
Set alarm for noon tomorrow.,alarm
Is there a flood advisory in effect?,weather
show my reminders for this week,reminder
Cancel my reminder to get gas,reminder
Snooze the alarm for thirty minutes,alarm
cancel my reminder for tomorrow,reminder
is it going to rain today please,weather
Set alarm for 5 pm tonight,alarm
Erase my reminders for tomorrow.,reminder
Remind me to go grocery shopping on Saturday morning.,reminder
Will I need a sweater?,weather
Will there be frost this week?,weather
remind me to buy bread on the way home tonight,reminder
What is the temperature for Saturday looking? ,weather
Do I need a coat today?,weather
Will it snow today?,weather
what is the chances its going to snow today,weather
Is it around 29 in degrees fahrenheit menlo park tonight,weather
remind me to pick up my eyeglasses,reminder
Temperature chicago tomorrow morning C,weather
Are we expecting severe weather today,weather
what is the weather like in tokyo ,weather
How cold will it be today?,weather
How much time before my next alarm goes off,alarm
Remind me to complete this survey before tuesday,reminder
Should I bring an umbrella to work today?,weather
Set alarm for 3:30 pm.,alarm
How warm is it tonight around Tokyo in degrees Celsius,weather
Weather for the week,weather
Is it windy?,weather
How many minutes left on my reminder for today,reminder
can i know what the high temperature for today is expected to be,weather
Remind me to set home alarm at 8pm,reminder
Will it storm all night?,weather
Set an alarm for 7 am tomorrow,alarm
What is the weather like in Portland now?,weather
What will the temperature be at 1 pm in Minneapolis? ,weather
Is my alarm set for tomorrow,alarm
cancel my 60 minute alarm/timer,alarm
tell me tomorrow's forecast,weather
please remind me to visit the dentist tuesday morning at 8am,reminder
How strong is the sun ray today,weather
What is the weather going to be like in alpha Nj?,weather
is there a thunderstorm headed this way,weather
what is the high temp supposed to be for saturday,weather
How much snow will we get today?,weather
when will the rain stop today,weather
what is the weather tomorrow,weather
What is the forecast for next week?,weather
Should I bring a winter jacket?,weather
remind me to go grocery shopping in the morning,reminder
Remind me to call Mom,reminder
will it be humid today,weather
show me friday's reminder please,reminder
set alarm for 8pm,alarm
what is the five day forecast for my area,weather
What is my reminder for today?,reminder
Is it above 66 in degrees celcius outside tomorrow,weather
What is the weather forecast for Hawaii this weekend,weather
Show all reminders,reminder
Turn off the alarm,alarm
When's my next alarm?,alarm
Set an alarm for an hour with 15 minute intervals.,alarm
Set my alarm for 7 am Monday.,alarm
Should I wear shorts today?,weather
Is this thunderstorm going to have hail?,weather
set alarm for 8am every morning,alarm
Will it rain this week?,weather
Do I need an umbrella today?,weather
remind me to buy apples in an hour,reminder
How hot is it this weekend outside in degrees fahrenheit,weather
What's the temperature in Chicago?,weather
Temperature tonight for Palo Alto Celsius,weather
set alarms for 6 am all week,alarm
remind me to call home a 4 pm,reminder
What time is my alarm set for tomorrow?,alarm
Is it going to be hotter today than yesterday?,weather
Remind me to make an appointment for my daughter at the dentist.,reminder
Is it going to be hot today,weather
do i need an umbrella today?,weather
Set a weekly reminder to call mom on Wednesday's at 8pm.,reminder
create a reminder tomorrow at 3pm to call stacie before leaving,reminder
Is it supposed to snow?,weather
Cancel all alarms and reminders for June,alarm
remind me to stop and get gas on the way home tonight,reminder
Will it be sunny today?,weather
Is it supposed to rain today? ,weather
show all alarms,alarm
Remind me to take the beef out of the freezer in the morning,reminder
Is it below 4 in degree Fahrenheit karachi today,weather
what is the current humidity in miami?,weather
What is the humidity today?,weather
what time does the sun set,weather
Remind me to pick up my prescription after work today.,reminder
when do we next expect rain?,weather
Show all set alarms,alarm
set alarm for 3:30 tomorrow,alarm
should i wear sunscreen?,weather
give me friday's forecast for half moon bay,weather
is there a tornado warning?,weather
Set an alarm for 5:45AM,alarm
show me all reminders for April,reminder
Please provide me with the weather information for tomorrow.,weather
What's the temperature tonight ,weather
what is the lowest temperature for today?,weather
set alarms for every 3 hours for next day,alarm
what is the weather at 9 pm,weather
remind me to get orange juice,reminder
Please tell me all my reminders,reminder
is it raining?,weather
set an alarm every hour today all day,alarm
set alarm for 5 minutes please,alarm
Cancel reminder for walking,reminder
turn off alarm,alarm
Remind me to mail the package after work,reminder
How is the weather in Mount Pocono?,weather
Find my alarm right now,alarm
Set an alarm for 5:25,alarm
should I take my umbrella today,weather
Cancel all alarms set.,alarm
Add me a reminder to buy cheese,reminder
Is it snowing in England?,weather
Should I take a sweater with me today?,weather
set an alarm for 920,alarm
Show me all my alarms,alarm
what time is the sunrise,weather
When will my alarm go off,alarm
What is the heat index outside?,weather
Temperature next week shanghai Fahrenheit,weather
How hot will it be on Tuesday?,weather
what is the temp for this weekend,weather
what is the temps for this week,weather
remind me 2 days before mothers day comes up,reminder
set alarm every 30 minutes for 2 hours,alarm
delete my alarm for 7am on sunday ,alarm
show my reminder list,reminder
set a a alarm for 1 hour,alarm
Chance of rain tomorrow,weather
Alarm off.,alarm
remind me to get eggs at Harris Teeter,reminder
Remind me to call the bank,reminder
Show list of reminders.,reminder
Let me see the alarms.,alarm
weather in orange county,weather
SET A DAILY REMINDER TO TAKE MY MEDS AT 8 A.M.,reminder
how hot is it supposed to be today,weather
Show all saved alarm times,alarm
What is the weekend weather?,weather
is it going to rain today ,weather
is there rain today,weather
How many rainy days are in this weeks forecast?,weather
Turn off all alarms set for Sunday,alarm
alarm every 3 minutes please,alarm
Remind me Stranger things season 2 starts this weekend,reminder
I need a reminder to pick the kids up today,reminder
Set the alarm every minute for 4 hours,alarm
what is the overnight temperature,weather
Start alarm set for 25 minutes from now,alarm
My alarms please,alarm
Will it be hot and humid in the Dominican Republic during August?,weather
Cancel alarms,alarm
See all alarms,alarm
Set alarm for 6 am tomorrow,alarm
Remind me to leave for work in 30 minutes,reminder
Set my alarm for an hour gym workout.,alarm
Cancel all reminders,reminder
create an alarm for 5 am,alarm
Delete the reminder for 5 pm,reminder
i would like an alarm set for 8:00 am,alarm
Is it going to stay cloudy or get sunny later?,weather
"I need a reminder for ten Saturday, there's a game on campus",reminder
Is freezing rain expected Monday,weather
will it be rainy today?,weather
Remind to go pick up my brother at 10 PM,reminder
When is it supposed to stop raining?,weather
please set 2 alarms for 10am and 5pm,alarm
Set alarm every 30 minutes,alarm
"Tokyo, Japan weather.",weather
Delete alarm for tomorrow at 8 am,alarm
How hot will it be for the rest of the week?,weather
remind me when I have reached my destination,reminder
set an alarm for sunday,alarm
Set alarms for one time only,alarm
reset alarms,alarm
Set alarm for 9am on weekends,alarm
alarm set for 7 am,alarm
set alarm for 10pm,alarm
remind me to wake up at 5am tomorrow,reminder
do I need an umbrella this afternoon,weather
Set alarm for 9:30 Am,alarm
remind me of the vet appt tomorrow,reminder
What is the high?,weather
remind me to feed the turtle,reminder
set alarm for wednesday at 6 am,alarm
Set an alarm for every day at 5am,alarm
What is the humidity today?,weather
delete 6 a.m. alarm,alarm
remove alarm for 5 am tomorrow,alarm
Show all alarms that I've set in the past 30 days.,alarm
Cancel my reminder to go to the store,reminder
Remind me about my mom's Birthday next week.,reminder
Do I need an umbrella tomorrow,weather
add alarm for work at 7am tomorrow,alarm
check tomorrow's alarms please,alarm
Is it chilly today?,weather
Do i need a raincoat?,weather
Remind me to buy laundry detergent,reminder
Set an alarm for noon tomorrow,alarm
Delete reminder to update payment for AT&T bill,reminder
what will the weather be for my weekend in las vegas,weather
Set a daily alarm at 3:00 pm.,alarm
remind me to buy coffee at Costco tomorrow.,reminder
is it going to rain today,weather
Is there going to be ice tonight? ,weather
what is this weekends forecast,weather
Will it snow tonight?,weather
Remind me to get oil changed,reminder
How much time is left on the current alarm?,alarm
Temperature inside next week f,weather
what is the weather like in Peru ,weather
Is there a heat advisory today,weather
Delete today's 5AM alarm,alarm
change all am alarms to pm,alarm
do i need to bring an umbrella this saturday,weather
is it raining in tampa,weather
What is the weather today?,weather
what is the temperature like at the beach today,weather
set alarm for 4 am,alarm
Remind me to pay phone bill in 3 days,reminder
when is the next alarm,alarm
what's Friday's forecast for half moon bay,weather
Remind me to print my review packet at 4pm,reminder
What is the temperature for Friday?,weather
What's the remaining time on the alarm?,alarm
set alarm each weekday for 6 am,alarm
What's the weather for today?,weather
Remind me to feed Sarah's cat at 6:30 pm,reminder
What is the low temp of today?,weather
Set alarm for 6:30 AM tomorrow.,alarm
what time is my alarm set for in the morning,alarm
Turn off the alarm for 6am,alarm
set alarm every 5 minutes for 30 mins.,alarm
remind me to email my boss,reminder
What is the tempurature going to be on Labour day,weather
Is it around 62 in F next week,weather
remind me to buy laundry detergent tonight please.,reminder
remind me to buy facewash,reminder
Begin alarms to go off every three minutes for the next 36 minutes,alarm
How many alarms do i have coming up,alarm
Cancel potty training alarm today,alarm
reminder to pack lunch,reminder
Set the alarm for Friday night at 6 p.m,alarm
Set up a new alarm,alarm
What is the temperature going to be today?,weather
Show me the weather for the whole month in New York,weather
Set alarm every 3 minutes for 15 minutes,alarm
What will the weather be this Thursday in the evening,weather
show all my reminders for this week,reminder
what is the weather for today,weather
Reset the alarm for tomorrow,alarm
When does the sunset,weather
turn off alarm,alarm
set alarm for every 10 minutes,alarm
How many inches of rain did we get this weekend,weather
Reset the alarm for tomorrow morning.,alarm
When is the rain going to start,weather
"Orlando, FL weather forecast",weather
Set the alarm for 7 am tomorrow,alarm
Is it going to freeze tonight?,weather
cancel reminder on electric bill,reminder
Set a reminder for three hours that it's time to leave,reminder
Let me know if it's going to rain,weather
How cold is it sao paulo tonight in degrees Fahrenheit,weather
Remind me of my mother-in-law's birthday,reminder
what is the forecast for tuesday,weather
set a 7am alarm for saturday,alarm
Remind me to take my medication in the morning,reminder
Temperature near Menlo Park this weekend Fahrenheit,weather
"What is the weather in Roswell, New Mexico today?",weather
reset all alarms,alarm
when is the hottest day this week,weather
whats the weather,weather
what time will the thunderstorm stop,weather
Disable alarm,alarm
remind me to cancel my subscription next week,reminder
is it raining in town yet,weather
How is the weather in NYC?,weather
Set my alarm for every 2 minutes,alarm
set an alarm for 10 minutes to text hanna,alarm
Set reminder for event,reminder
Delete tomorrows alarm,alarm
wake  me up in 20 minutes,alarm
what is the temperature for monday,weather
What's the low today in New York?,weather
Change wake up alarm from 5 am to 7:30 am,alarm
What is today's high going to be?,weather
What is the forecast for the southeast?,weather
How hot will it be outside today,weather
What time does the sun set on Wednesday,weather
Cancel the 6am alarm for the morning.,alarm
how much time I have before alarm goes off?,alarm
Is it going to rain?,weather
Set alarm for an hour from now,alarm
Turn off all alarms,alarm
Is it still drizzling outside ,weather
weather report near me,weather
When is my alarm set tomorrow?,alarm
Will it be sunny down the shore today,weather
delete alarm for saturday,alarm
I want the weekend weather report,weather
How cold does north dakota get?,weather
weather update,weather
How warm will it be tomorrow?,weather
remind about the next show at 9,reminder
Will it be sunny all day today?,weather
remind me at 8:00 to reset my alarm for tomorrow morning,reminder
Remind me to pick up flowers for my parent's anniversary,reminder
please show all alarms,alarm
Set alarm for every 15 minutes for an hour,alarm
Set an alarm for 3am,alarm
Set alarm for 7 pm tonight,alarm
is it going to rain all day,weather
I want to wake up at 6am please set alarm,alarm
Do I have room for more alarms,alarm
should i take a sweater,weather
It was so hot that I could not take more than 10 minutes outside,weather
Turn off the alarm for tomorrow morning,alarm
skip the next alarm,alarm
Show my reminders.,reminder
Please set alarm for 10 a.m.,alarm
Remind me to take out the garbage every Wednesday night for the next year,reminder
Show all reminders.,reminder
cancel all reminders for today,reminder
What is the percentage chance of rain today?,weather
Show all alarms,alarm
"Is an umbrella needed in San Jose, CA today?",weather
Remind me to take amitriptyline an hour later.,reminder
set the alarm in 10 minutes ,alarm
What reminders do I have set for tomorrow?,reminder
Set an alarm for 90 minutes.,alarm
"Set 3 reminders today for 2, 4 and 6 pm.",reminder
Remind me to pick up my son at 5,reminder
Remind me to cook at 5 pm,reminder
set alarm for 7am,alarm
Is it going to be sunny on Saturday?,weather
show me a weather radar for Oklahoma.,weather
should i take a coat to chicago,weather
What's the humidity today?,weather
does London have any sun today ,weather
I am not going out for a morning walk tomorrow so please cancel my alarm.,alarm
when will it warm up,weather
set an alarm for 7 pm tomorrow,alarm
remind me to go running at 2pm today,reminder
what is the forecast for next week?,weather
id like to have an alarm set for 4 pm,alarm
I'd like to know what the high for today is.,weather
Do I need a coat today?,weather
Cancel my last reminder.,reminder
delete my alarms,alarm
What speed is the current storm in Daytona moving at?,weather
What is the temperature now?,weather
Set a reminder to call Carol tomorrow,reminder
Are we under a tornado warning?,weather
Set an alarm for 5 pm tonight,alarm
remind me to go take a swim at 8am tomorrow,reminder
I don't want to forget to pack my laptop,reminder
Are there heavy winds tonight,weather
What is the weather going to be like today? ,weather
can you set the alarm for 4 am tomorrow morning?,alarm
Remind me to go to the store this weekend.,reminder
how cold is it in Texas,weather
is it freezing,weather
Delete my Saturday alarm,alarm
What is the percent rain chance today,weather
Set the alarm for every 2 minutes for 10 minutes,alarm
Set reminder for Swim lessons Mondays at 4pm,reminder
Is it raining in Lancaster? ,weather
Remind me when its time to take medicine at 3 am - set alarm,alarm
How warm will it be today?,weather
did i set alarm for tomorrow morning,alarm
Am I going to need a jacket in Canada?,weather
Is it going to snow today?,weather
How cold is it tomorrow morning for Mumbai in Fahrenheit,weather
Will today be sunny or cloudy,weather
What is the weather going to be like in Vegas tomorrow?,weather
When is it supposed to rain?,weather
Will there be ice on the roads tonight?,weather
Can you please set the alarm for I am tomorrow?,alarm
add 5 times 2 minutes to the alarm,alarm
Cancel today's alarm,alarm
remind me at 9 that I have to pick up kendra,reminder
Set an alarm for every saturday morning at 8,alarm
should i bring a jacket ,weather
What are the maximum temperatures for new york next week,weather
set an alarm for an hour,alarm
What alarms are set?,alarm
Will it rain into the night?,weather
what is the temperature for Tuesday?,weather
Do you think it will be hot today?,weather
Set an alarm for 6am from Monday to Friday,alarm
cancel alarm,alarm
do I have any reminders set for today,reminder
will it be windy today,weather
What time does the sun set tonight?,weather
How much rain can I expect,weather
will it be rainy next week?,weather
Set an alarm for 2 hours from now so I stop working,alarm
Set a 1-minute alarm every 15 minutes for 1 hour,alarm
show all alarms,alarm
Set alarm for 5 pm tonight,alarm
Is it cold enough for a winter coat today?,weather
How cold is it going to get this week?,weather
"What will the weather be like at 3 PM tomorrow in Robertsdale, AL?",weather
delete all my reminders.,reminder
cancel my reminder to get bread,reminder
Remind me to do my homework,reminder
Temperature dublin tomorrow Celcius,weather
What was the low yesterday,weather
Go ahead and set am alarm for 5 am,alarm
how many alarms do i have today,alarm
how does it feel outside?,weather
What's the weather Richland Hill,weather
when will it rain,weather
How long will the rain last?,weather
Will I need to bring a raincoat?,weather
set a recurring weekly alarm for 5:30 am,alarm
cancel the alarm for 2:30 am tomorrow.,alarm
tell me about the weather today,weather
cancel all reminders,reminder
What upcoming reminders do I have?,reminder
what's the weather?,weather
forecast this week,weather
how much time until school alarm,alarm
remind me to get spinach,reminder
can you remind me to pick up milk,reminder
When will it start to rain this evening?,weather
What's the weather in Toronto next week,weather
will it get above freezing today,weather
how much time is left on work alarm,alarm
Set a reminder to bring birthday treats into office tomorrow morning.,reminder
set the alarm 10 minutes after yesterday,alarm
Remind me to check Finn's shoe size and order new shoes for him.,reminder
Set a reminder for my doctor appointment tomorrow at 3pm,reminder
Need to pick up bread remind me,reminder
whats the weather,weather
What are the chances for rain today?,weather
"Set reminder for solar eclipse on Monday, August 21",reminder
is there going to be a storm this weekend ,weather
What is the humidity like today?,weather
Will it be above 28 degrees celsius today,weather
Are we getting a tropical storm this week.?,weather
Set a reminder to go to the market.,reminder
"Set wakeup alarm for every Monday, Tuesday and Thursday at 5:11a. ",alarm
cancel my reminder to go to school,reminder
Remind me to bring the cows in tonight at 9 pm.,reminder
set alarm for 10 minutes later,alarm
How hot is it going to be a 4 PM in Helotes,weather
What is the weather for next weekend?,weather
what is the humidity in orlando ,weather
What is the weather like right now in New York City?,weather
set alarm for every 10 minutes,alarm
Set alarm for 7am,alarm
What is the weather in Manhattan?,weather
Turn on my earliest alarm,alarm
change my alarm to 9:30,alarm
How does it feel outside,weather
set all alarms for 5 minute intervals,alarm
What are my reminders for next Monday?,reminder
Should I wear a jacket tonight?,weather
Cancel my reminder to call the doctor,reminder
How long is it supposed to snow? ,weather
What alarm to I have set for tomorrow?,alarm
whats the humidity right now?,weather
how much time is left on this alarm,alarm
Cancel all alarms for this weekend.,alarm
remind me to take out chicken,reminder
Is it above 9 in degree Fahrenheit around Sao Paulo today,weather
how hot is it going to be today?,weather
How much time is left before my alarm goes off?,alarm
set an alarm for every hour,alarm
When is my next alarm?,alarm
What's the weather like in San Jose in February,weather
what is weather look like for next weekend?,weather
is thursday to be cloudy,weather
What is the temperature in Kansas City,weather
Is there a chance of snow?,weather
set an alarm for this Thursday at 5pm,alarm
add reminder feed sparky 6pm daily,reminder
remind me to set up vet appointment for lilly today,reminder
delete reminder for today,reminder
reset alarm by 1hour,alarm
How's the weekend look?,weather
reset all alarms set before noon,alarm
Set my phone alarm for 7pm,alarm
how cold is it going to get tonight?,weather
Set alarm for 6pm,alarm
remind me to call mom tonight,reminder
Is it going to be warm or cold,weather
Set an alarm for 30 minutes after my latest alarm,alarm
set up the alarm for 5PM EST,alarm
what is the temperature going to be like today,weather
Is it above 75 in fahrenheit out there tomorrow morning,weather
Set an alarm every 5 minutes for the next hour.,alarm
Set a laundry alarm for 4 pm today,alarm
How much longer do I have to snooze,alarm
What is the low temperature going to be in the morning?,weather
Is there rain in the forecast for Los Angeles on Friday,weather
set reminder every 15 min,reminder
Remind me of my interview on Thursday at 11 am,reminder
Temperature in Chicago C,weather
Remind me to pay my phone bill.,reminder
Set alarm for 6 pm tonight,alarm
Set alarm for 2:15.,alarm
set an alarm for half an hour from now,alarm
Remind me to get cat food.,reminder
how hot it's going to be today,weather
Is it going to rain in the next three hours?,weather
when will it rain on Friday,weather
S F O weather report please,weather
remind me about Open House in Thursday at 6PM,reminder
Cancel all my alarms for Monday,alarm
7 day forecast for Chicago,weather
Can you set a remind for an hour before my 2pm meeting tomorrow,reminder
How hot is it this weekend in Dehli in degrees Fahrenheit,weather
Should I take rain boots to work today,weather
How warm will it be today?,weather
How cold is tomorrow going to be?,weather
set alarm for Thursday at 6:30 pm,alarm
Set alarm for 7 pm,alarm
When is the sun going down?,weather
Will my flight be delayed due to this snow storm?,weather
when will it stop raining?,weather
What is the forecast for Saturday? ,weather
reminder to leave in one hour,reminder
remind me that in 2 weeks I have to buy my school books,reminder
Cancel my 7 am alarm,alarm
What reminders do I have right now?,reminder
Do I need to bring my umbrella with me tomorrow?,weather
remind me of all my events,reminder
remind me of the lunch date,reminder
when does the sun set,weather
Remind me at midnight to call Jane.,reminder
set a reminder to call the dentist on August 12th,reminder
